Severity,Date,Finding,Target,Template,Rules Package,ARN,Rule,AWS agent ID,AMI ID,Auto Scaling Group,Hostname,IPv4 Addresses,Asset Type,Confidence,Description,Indicator of Compromise,Numeric Severity,Recommendation,Service,Assessment Run ARN,Rules Package ARN,CVSS2 Score,CVSS2 Vector,CVSS3 Score,CVSS3 Vector,CIS Weight,Last Update
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.48.3.3.2 L1 Ensure Do not allow drive redirection is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-2AX7aGNF,18.9.48.3.3.2 (L1) Ensure 'Do not allow drive redirection' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                        
This policy setting prevents users from sharing the local drives on their client computers to Terminal Servers that they access. Mapped drives appear in the session folder tree in Windows Explorer in the following format:

                        
\\TSClient\<driveletter>$
                           
                        

                        
If local drives are shared they are left vulnerable to intruders who want to exploit the data that is stored on them.

                        
The recommended state for this setting is: Enabled.

                     

Rationale

                        
Data could be forwarded from the user's Terminal Server session to the user's local computer without any direct user interaction.

                     

",,9,"
                        
                           
                              To establish the recommended configuration via GP, set the following UI path to Enabled:
                              Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow drive redirection
                              Impact:
                              Drive redirection will not be possible. In most cases, traditional network drive mapping to file shares (including administrative shares) will serve as a capable substitute to still allow file transfers when needed.
                              
                           
                        
                     ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.8.18.2 L1 Ensure Configure registry policy processing Do not apply during periodic background processing is set to Enabled FALSE, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-gpAk7c0P,18.8.18.2 (L1) Ensure 'Configure registry policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
The ""Do not apply during periodic background processing"" option prevents the system from updating affected policies in the background while the computer is in use. When background updates are disabled, policy changes will not take effect until the next user logon or system restart.

                  
The recommended state for this setting is: Enabled: FALSE (unchecked).

               

Rationale

                  
Setting this option to false (unchecked) will ensure that domain policy changes take effect more quickly, as compared to waiting until the next user logon or system restart.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to Enabled, then set the Do not apply during periodic background processing option to FALSE (unchecked):
                        Computer Configuration\Policies\Administrative Templates\System\Group Policy\Configure registry policy processing
                        Impact:
                        Group Policies will be reapplied every time they are refreshed, which could have a slight impact on performance.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 17.7.1 L1 Ensure Audit Audit Policy Change is set to Success and Failure, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-iUa80FoD,17.7.1 (L1) Ensure 'Audit Audit Policy Change' is set to 'Success and Failure',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This subcategory reports changes in audit policy including SACL changes. Events for this subcategory include:

               
4715: The audit policy (SACL) on an object was changed.4719: System audit policy was changed.4902: The Per-user audit policy table was created.4904: An attempt was made to register a security event source.4905: An attempt was made to unregister a security event source.4906: The CrashOnAuditFail value has changed.4907: Auditing settings on object were changed.4908: Special Groups Logon table modified.4912: Per User Audit Policy was changed.
               

               
The recommended state for this setting is: Success and Failure.

            

Rationale

               
Auditing these events may be useful when investigating a security incident.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Success and Failure:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Policy Change\Audit Audit Policy Change
                     Impact:
                     If no audit settings are configured, or if audit settings are too lax on the computers in your organization, security incidents might not be detected or not enough evidence will be available for network forensic analysis after security incidents occur. However, if audit settings are too severe, critically important entries in the Security log may be obscured by all of the meaningless entries and computer performance and the available amount of data storage may be seriously affected. Companies that operate in certain regulated industries may have legal obligations to log certain events or activities.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 1.1.1 L1 Ensure Enforce password history is set to 24 or more passwords, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-dXHrnqlJ,1.1.1 (L1) Ensure 'Enforce password history' is set to '24 or more password(s)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This policy setting determines the number of renewed, unique passwords that have to be associated with a user account before you can reuse an old password. The value for this policy setting must be between 0 and 24 passwords. The default value for Windows Vista is 0 passwords, but the default setting in a domain is 24 passwords. To maintain the effectiveness of this policy setting, use the Minimum password age setting to prevent users from repeatedly changing their password.

               
The recommended state for this setting is: 24 or more password(s).

            

Rationale

               
The longer a user uses the same password, the greater the chance that an attacker can determine the password through brute force attacks. Also, any accounts that may have been compromised will remain exploitable for as long as the password is left unchanged. If password changes are required but password reuse is not prevented, or if users continually reuse a small number of passwords, the effectiveness of a good password policy is greatly reduced.

               
If you specify a low number for this policy setting, users will be able to use the same small number of passwords repeatedly. If you do not also configure the Minimum password age setting, users might repeatedly change their passwords until they can reuse their original password.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to 24 or more password(s):
                     Computer Configuration\Policies\Windows Settings\Security Settings\Account Policies\Password Policy\Enforce password history
                     Impact:
                     The major impact of this configuration is that users must create a new password every time they are required to change their old one. If users are required to change their passwords to new unique values, there is an increased risk of users who write their passwords somewhere so that they do not forget them. Another risk is that users may create passwords that change incrementally (for example, password01, password02, and so on) to facilitate memorization but make them easier to guess. Also, an excessively low value for the Minimum password age setting will likely increase administrative overhead, because users who forget their passwords might ask the help desk to reset them frequently.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.2.2 L1 Ensure Windows Firewall Private Inbound connections is set to Block default, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-zOEryCJK,9.2.2 (L1) Ensure 'Windows Firewall: Private: Inbound connections' is set to 'Block (default)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The default behavior is to block connections unless there are firewall rules to allow the connection.

               
The recommended state for this setting is: Block (default).

            

Rationale

               
If the firewall allows all traffic to access the system then an attacker may be more easily able to remotely exploit a weakness in a network service.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to 
                           Block (default)
                        :
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Private Profile\Inbound connections
                     Impact:
                     None, this is the default configuration.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.8.19.1.13 L2 Ensure Turn off Windows Customer Experience Improvement Program is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 2 - Member Server.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-FuBrjhys,18.8.19.1.13 (L2) Ensure 'Turn off Windows Customer Experience Improvement Program' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                     
This policy setting specifies whether Windows Messenger can collect anonymous information about how the Windows Messenger software and service is used.

                     
The recommended state for this setting is: Enabled.

                  

Rationale

                     
Large enterprise environments may not want to have information collected from managed client computers.

                  

",,9,"
                     
                        
                           To establish the recommended configuration via GP, set the following UI path to Enabled:
                           Computer Configuration\Policies\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Windows Customer Experience Improvement Program
                           Impact:
                           Microsoft uses information collected through the Customer Experience Improvement Program to detect software flaws so that they can be corrected more quickly, enabling this setting will reduce the amount of data Microsoft is able to gather for this purpose.
                           
                        
                     
                  ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.3.1 L1 Ensure Windows Firewall Public Firewall state is set to On recommended, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-cN0QxrC8,9.3.1 (L1) Ensure 'Windows Firewall: Public: Firewall state' is set to 'On (recommended)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
Select On (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select Off, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile.

               
The recommended state for this setting is: On (recommended).

            

Rationale

               
If the firewall is turned off all traffic will be able to access the system and an attacker may be more easily able to remotely exploit a weakness in a network service.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to On (recommended):
                     
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Public Profile\Firewall state
                     Impact:
                     None, this is the default configuration.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
Medium,1.51806E+12,Instance i-03e085d4f68678768 is vulnerable to CVE-2018-0750,mgc-test-target,mgc-test-template,Common Vulnerabilities and Exposures-1.1,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-tdKgi4kB,CVE-2018-0750,i-03e085d4f68678768,,,,,ec2-instance,10,"The Windows GDI component in Windows 7 SP1 and Windows Server 2008 SP2 and R2 SP1 allows an information disclosure vulnerability due to the way objects are handled in memory, aka ""Windows Elevation of Privilege Vulnerability"".",,6,"Use your Operating System's update feature to update package (see the CVE details). For more information see <a href=""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-0750"" target=""_blank"">https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-0750</a>",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-D5TGAxiR,2.1,(AV:L/AC:L/Au:N/C:P/I:N/A:N),5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.1.6 L1 Ensure Windows Firewall Domain Settings Apply local connection security rules is set to Yes default, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-Zfngof6S,9.1.6 (L1) Ensure 'Windows Firewall: Domain: Settings: Apply local connection security rules' is set to 'Yes (default)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This setting controls whether local administrators are allowed to create connection security rules that apply together with connection security rules configured by Group Policy.

               
The recommended state for this setting is: Yes (default).

            

Rationale

               
Users with administrative privileges might create firewall rules that expose the system to remote attack.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Yes (default):
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Domain Profile\Settings Customize\Apply local connection security rules
                     Impact:
                     If you configure this setting to No, administrators can still create firewall rules, but the rules will not be applied. This setting is available only when configuring the policy through Group Policy.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.28.4 L1 Ensure Turn off shell protocol protected mode is set to Disabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-RrfMGi08,18.9.28.4 (L1) Ensure 'Turn off shell protocol protected mode' is set to 'Disabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting allows you to configure the amount of functionality that the shell protocol can have. When using the full functionality of this protocol applications can open folders and launch files. The protected mode reduces the functionality of this protocol allowing applications to only open a limited set of folders. Applications are not able to open files with this protocol when it is in the protected mode. It is recommended to leave this protocol in the protected mode to increase the security of Windows.

                  
The recommended state for this setting is: Disabled.

               

Rationale

                  
Limiting the opening of files and folders to a limited set reduces the attack surface of the system.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following Group Policy setting to Disabled:
                        Computer Configuration\Policies\Administrative Templates\Windows Components\File Explorer\Turn off shell protocol protected mode
                        Impact:
                        If you enable this policy setting the protocol is fully enabled allowing the opening of folders and files. If you disable this policy setting the protocol is in the protected mode allowing applications to only open a limited set of folders.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.3.10 L1 Ensure Windows Firewall Public Logging Log successful connections is set to Yes, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-n4V26D78,9.3.10 (L1) Ensure 'Windows Firewall: Public: Logging: Log successful connections' is set to 'Yes',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
Use this option to log when Windows Firewall with Advanced Security allows an inbound connection. The log records why and when the connection was formed. Look for entries with the word ALLOW in the action column of the log.

               
The recommended state for this setting is: Yes.

            

Rationale

               
If events are not recorded it may be difficult or impossible to determine the root cause of system problems or the unauthorized activities of malicious users.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Yes:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Public Profile\Logging Customize\Log successful connections
                     Impact:
                     Information about successful connections will be recorded in the firewall log file.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
Medium,1.51806E+12,Instance i-03e085d4f68678768 is vulnerable to CVE-2018-0754,mgc-test-target,mgc-test-template,Common Vulnerabilities and Exposures-1.1,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-T9knWrYa,CVE-2018-0754,i-03e085d4f68678768,,,,,ec2-instance,10,"The Windows Adobe Type Manager Font Driver (Atmfd.dll) in Windows 7 SP1, Windows 8.1 and RT 8.1, Windows Server 2008 SP2 and R2 SP1, Windows Server 2012 and R2, Windows 10 Gold, 1511, 1607, 1703 and 1709, Windows Server 2016 and Windows Server, version 1709 allows an information disclosure vulnerability due to the way objects are handled in memory, aka ""OpenType Font Driver Information Disclosure Vulnerability"".",,6,"Use your Operating System's update feature to update package (see the CVE details). For more information see <a href=""https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-0754"" target=""_blank"">https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-0754</a>",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-D5TGAxiR,2.1,(AV:L/AC:L/Au:N/C:P/I:N/A:N),5.5,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 2.3.10.10 L1 Ensure Network access Shares that can be accessed anonymously is set to None, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-zPbha6c3,2.3.10.10 (L1) Ensure 'Network access: Shares that can be accessed anonymously' is set to 'None',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting determines which network shares can be accessed by anonymous users. The default configuration for this policy setting has little effect because all users have to be authenticated before they can access shared resources on the server.

                  
The recommended state for this setting is: <blank> (i.e. None).

               

Rationale

                  
It is very dangerous to enable this setting. Any shares that are listed can be accessed by any network user, which could lead to the exposure or corruption of sensitive data.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to <blank> (i.e. None):
                        Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Shares that can be accessed anonymously
                        Impact:
                        There should be little impact because this is the default configuration. Only authenticated users will have access to shared resources on the server.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.2.7 L1 Ensure Windows Firewall Private Logging Name is set to SYSTEMROOTSystem32logfilesfirewallprivatefw.log, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-kLdcYHVb,9.2.7 (L1) Ensure 'Windows Firewall: Private: Logging: Name' is set to '%SYSTEMROOT%\System32\logfiles\firewall\privatefw.log',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
Use this option to specify the path and name of the file in which Windows Firewall will write its log information.

               
The recommended state for this setting is: %SYSTEMROOT%\System32\logfiles\firewall\privatefw.log.

            

Rationale

               
If events are not recorded it may be difficult or impossible to determine the root cause of system problems or the unauthorized activities of malicious users.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to %SYSTEMROOT%\System32\logfiles\firewall\privatefw.log:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Private Profile\Logging Customize\Name
                     Impact:
                     The log file will be stored in the specified file.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.22.2 L1 Ensure Default Action and Mitigation Settings is set to Enabled plus subsettings, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-68XKswzQ,18.9.22.2 (L1) Ensure 'Default Action and Mitigation Settings' is set to 'Enabled' (plus subsettings),i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This setting configures the default action after detection and advanced ROP mitigation.

                  
The recommended state for this setting is:

                  
Default Action and Mitigation Settings - EnabledDeep Hooks - EnabledAnti Detours - EnabledBanned Functions - EnabledExploit Action - User Configured
                  

               

Rationale

                  

                     These advanced mitigations for ROP mitigations apply to all configured software in EMET.
                     
                     Deep Hooks
                      protects critical APIs and the subsequent lower level APIs used by the top level critical API.
                     
                     Anti Detours
                      renders ineffective exploits that evade hooks by executing a copy of the hooked function prologue and then jump to the function past the prologue.
                     
                     Banned Functions
                      will block calls to 
                     ntdll!LdrHotPatchRoutine
                      to mitigate potential exploits abusing the API.
                  

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to Enabled:
                        
                         Computer Configuration\Policies\Administrative Templates\Windows Components\EMET\Default Action and Mitigation Settings
                        Note: This Group Policy path does not exist by default. An additional Group Policy template (EMET.admx/adml) is required - it is included with Microsoft Enhanced Mitigation Experience Toolkit (EMET).
                         
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.8.3 L1 Ensure Turn off Autoplay is set to Enabled All drives, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-C6QnyR6O,18.9.8.3 (L1) Ensure 'Turn off Autoplay' is set to 'Enabled: All drives',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
Autoplay starts to read from a drive as soon as you insert media in the drive, which causes the setup file for programs or audio media to start immediately. An attacker could use this feature to launch a program to damage the computer or data on the computer. You can enable the Turn off Autoplay setting to disable the Autoplay feature. Autoplay is disabled by default on some removable drive types, such as floppy disk and network drives, but not on CD-ROM drives.

                  
Note: You cannot use this policy setting to enable Autoplay on computer drives in which it is disabled by default, such as floppy disk and network drives.

                  
The recommended state for this setting is: Enabled: All drives.

               

Rationale

                  
An attacker could use this feature to launch a program to damage a client computer or data on the computer.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to Enabled:
                           All drives:
                        Computer Configuration\Policies\Administrative Templates\Windows Components\AutoPlay Policies\Turn off Autoplay
                        Impact:
                        Users will have to manually launch setup or installation programs that are provided on removable media.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
